gene,databases_count,peptideatlas,hpa_ms,hpa_pea,gpmdb,paxdb
B3GAT3,3,TRUE,TRUE,FALSE,FALSE,TRUE
B3GNT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
B3GNT3,2,TRUE,FALSE,FALSE,FALSE,TRUE
B3GNT5,3,TRUE,TRUE,FALSE,FALSE,TRUE
B3GNT7,3,TRUE,TRUE,FALSE,FALSE,TRUE
B3GNT8,3,TRUE,TRUE,FALSE,FALSE,TRUE
B4GALNT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
B4GALT1,5,TRUE,TRUE,TRUE,TRUE,TRUE
B4GALT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
B4GALT3,3,TRUE,TRUE,FALSE,FALSE,TRUE
B4GAT1,4,TRUE,TRUE,TRUE,FALSE,TRUE
BAAT,3,TRUE,TRUE,FALSE,FALSE,TRUE
BACE1,2,TRUE,FALSE,FALSE,FALSE,TRUE
BAG1,2,TRUE,TRUE,FALSE,FALSE,FALSE
BAG2,2,TRUE,FALSE,FALSE,FALSE,TRUE
BAG3,5,TRUE,TRUE,TRUE,TRUE,TRUE
BAG6,5,TRUE,TRUE,TRUE,TRUE,TRUE
BAIAP2,4,TRUE,TRUE,TRUE,FALSE,TRUE
BANF1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BASP1,4,TRUE,TRUE,FALSE,TRUE,TRUE
BAX,4,TRUE,TRUE,TRUE,FALSE,TRUE
BBOX1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BCAM,5,TRUE,TRUE,TRUE,TRUE,TRUE
BCAN,4,TRUE,TRUE,TRUE,FALSE,TRUE
BCAP31,3,TRUE,TRUE,FALSE,FALSE,TRUE
BCAS2,2,TRUE,FALSE,FALSE,FALSE,TRUE
BCAT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BCAT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
BCCIP,4,TRUE,TRUE,FALSE,TRUE,TRUE
BCHE,4,TRUE,TRUE,FALSE,TRUE,TRUE
BCKDHA,3,TRUE,TRUE,FALSE,FALSE,TRUE
BCL2L13,4,TRUE,TRUE,FALSE,TRUE,TRUE
BCLAF1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BDH2,3,TRUE,TRUE,FALSE,FALSE,TRUE
BDNF,3,TRUE,TRUE,FALSE,FALSE,TRUE
BGLAP,4,TRUE,TRUE,FALSE,TRUE,TRUE
BGN,5,TRUE,TRUE,TRUE,TRUE,TRUE
BHMT,4,TRUE,TRUE,FALSE,TRUE,TRUE
BHMT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
BID,5,TRUE,TRUE,TRUE,TRUE,TRUE
BIN1,4,TRUE,TRUE,FALSE,TRUE,TRUE
BIN2,4,TRUE,TRUE,TRUE,TRUE,FALSE
BLMH,5,TRUE,TRUE,TRUE,TRUE,TRUE
BLVRA,3,TRUE,TRUE,FALSE,FALSE,TRUE
BLVRB,5,TRUE,TRUE,TRUE,TRUE,TRUE
BMP1,4,TRUE,TRUE,FALSE,TRUE,TRUE
BMP10,3,TRUE,TRUE,FALSE,FALSE,TRUE
BMP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
BMP4,3,TRUE,FALSE,TRUE,FALSE,TRUE
BMP6,4,TRUE,TRUE,TRUE,FALSE,TRUE
BMPER,2,TRUE,TRUE,FALSE,FALSE,FALSE
BOC,4,TRUE,TRUE,TRUE,FALSE,TRUE
BOLA2,4,TRUE,TRUE,FALSE,TRUE,TRUE
BOP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BORCS6,3,TRUE,TRUE,FALSE,FALSE,TRUE
BPGM,4,TRUE,TRUE,FALSE,TRUE,TRUE
BPHL,3,TRUE,TRUE,FALSE,FALSE,TRUE
BPI,3,TRUE,TRUE,FALSE,FALSE,TRUE
BPIFA1,4,TRUE,TRUE,FALSE,TRUE,TRUE
BPIFA2,3,TRUE,TRUE,FALSE,FALSE,TRUE
BPIFB1,5,TRUE,TRUE,TRUE,TRUE,TRUE
BPIFB2,4,TRUE,TRUE,FALSE,TRUE,TRUE
BPNT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BPNT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
BRCC3,3,TRUE,FALSE,FALSE,TRUE,TRUE
BRIX1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BRK1,4,TRUE,TRUE,TRUE,FALSE,TRUE
BROX,3,TRUE,TRUE,FALSE,FALSE,TRUE
BSDC1,3,TRUE,TRUE,FALSE,FALSE,TRUE
BSG,5,TRUE,TRUE,TRUE,TRUE,TRUE
BST1,5,TRUE,TRUE,TRUE,TRUE,TRUE
BST2,4,TRUE,TRUE,TRUE,FALSE,TRUE
BTD,4,TRUE,TRUE,FALSE,TRUE,TRUE
BTF3,4,TRUE,TRUE,FALSE,TRUE,TRUE
BTF3L4,3,TRUE,TRUE,FALSE,FALSE,TRUE
BTK,4,TRUE,TRUE,FALSE,TRUE,TRUE
BTLA,3,TRUE,TRUE,FALSE,FALSE,TRUE
BUB3,3,TRUE,TRUE,FALSE,FALSE,TRUE
BZW1,4,TRUE,TRUE,FALSE,TRUE,TRUE
C11ORF54,2,TRUE,FALSE,FALSE,FALSE,TRUE
C12ORF57,2,TRUE,FALSE,FALSE,FALSE,TRUE
C16ORF89,2,TRUE,FALSE,FALSE,FALSE,TRUE
C1GALT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
C1ORF198,2,TRUE,FALSE,FALSE,FALSE,TRUE
C1QA,5,TRUE,TRUE,TRUE,TRUE,TRUE
C1QB,2,TRUE,FALSE,FALSE,TRUE,FALSE
C1QBP,3,TRUE,TRUE,FALSE,FALSE,TRUE
C1QC,4,TRUE,TRUE,FALSE,TRUE,TRUE
C1QTNF1,4,TRUE,TRUE,TRUE,FALSE,TRUE
C1QTNF3,3,TRUE,TRUE,FALSE,FALSE,TRUE
C1QTNF4,2,TRUE,FALSE,FALSE,FALSE,TRUE
C1QTNF5,3,TRUE,TRUE,FALSE,FALSE,TRUE
C1R,2,TRUE,FALSE,FALSE,TRUE,FALSE
C1RL,4,TRUE,TRUE,FALSE,TRUE,TRUE
C1S,4,TRUE,TRUE,FALSE,TRUE,TRUE
C2,5,TRUE,TRUE,TRUE,TRUE,TRUE
C2ORF88,2,TRUE,FALSE,FALSE,FALSE,TRUE
C3,4,TRUE,TRUE,FALSE,TRUE,TRUE
C3ORF85,1,TRUE,FALSE,FALSE,FALSE,FALSE
C4A,4,TRUE,TRUE,FALSE,TRUE,TRUE
C4B,4,TRUE,TRUE,FALSE,TRUE,TRUE
C4BPA,4,TRUE,TRUE,FALSE,TRUE,TRUE
C4BPB,5,TRUE,TRUE,TRUE,TRUE,TRUE
C5,4,TRUE,TRUE,FALSE,TRUE,TRUE
C5ORF46,2,TRUE,FALSE,FALSE,FALSE,TRUE
C6,4,TRUE,TRUE,FALSE,TRUE,TRUE
C6ORF120,2,TRUE,FALSE,FALSE,FALSE,TRUE
C7,4,TRUE,TRUE,FALSE,TRUE,TRUE
C8A,4,TRUE,TRUE,FALSE,TRUE,TRUE
C8B,4,TRUE,TRUE,FALSE,TRUE,TRUE
C8G,3,TRUE,TRUE,FALSE,TRUE,FALSE
C8ORF33,1,TRUE,FALSE,FALSE,FALSE,FALSE
C9,4,TRUE,TRUE,FALSE,TRUE,TRUE
C9ORF40,2,TRUE,FALSE,FALSE,FALSE,TRUE
CA1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CA11,4,TRUE,TRUE,TRUE,FALSE,TRUE
CA12,4,TRUE,TRUE,TRUE,FALSE,TRUE
CA13,5,TRUE,TRUE,TRUE,TRUE,TRUE
CA2,5,TRUE,TRUE,TRUE,TRUE,TRUE
CA3,5,TRUE,TRUE,TRUE,TRUE,TRUE
CA4,4,TRUE,TRUE,TRUE,FALSE,TRUE
CA6,4,TRUE,TRUE,TRUE,FALSE,TRUE
CAB39,3,TRUE,TRUE,FALSE,FALSE,TRUE
CACHD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CACNA2D1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CACNA2D2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CACNA2D3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CACYBP,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAD,3,TRUE,TRUE,FALSE,FALSE,TRUE
CADM1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CADM2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CADM3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CADM4,3,TRUE,TRUE,FALSE,FALSE,TRUE
CALB1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CALB2,4,TRUE,TRUE,TRUE,FALSE,TRUE
CALCA,5,TRUE,TRUE,TRUE,TRUE,TRUE
CALD1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CALM1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CALML3,4,TRUE,TRUE,FALSE,TRUE,TRUE
CALML5,4,TRUE,TRUE,FALSE,TRUE,TRUE
CALR,4,TRUE,TRUE,FALSE,TRUE,TRUE
CALU,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAMK1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAMK2A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAMK2B,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAMK2D,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAMK2G,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAMP,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAND1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CANT1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CANX,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAP1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAPG,5,TRUE,TRUE,TRUE,TRUE,TRUE
CAPN1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAPN2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAPNS1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAPNS2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAPRIN1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAPS,2,TRUE,TRUE,FALSE,FALSE,FALSE
CAPZA1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAPZA2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAPZB,4,TRUE,TRUE,FALSE,TRUE,TRUE
CARHSP1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CARM1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CARS1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CARS2,2,TRUE,FALSE,FALSE,FALSE,TRUE
CASP14,4,TRUE,TRUE,FALSE,TRUE,TRUE
CASP3,5,TRUE,TRUE,TRUE,TRUE,TRUE
CASP6,2,TRUE,FALSE,FALSE,FALSE,TRUE
CASQ1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CASS4,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAST,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAT,4,TRUE,TRUE,FALSE,TRUE,TRUE
CAV1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAVIN1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAVIN2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CAVIN3,2,TRUE,FALSE,FALSE,FALSE,TRUE
CBFB,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBL,4,TRUE,TRUE,FALSE,TRUE,TRUE
CBLN1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBLN2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBLN4,5,TRUE,TRUE,TRUE,TRUE,TRUE
CBR1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CBR3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBR4,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBS,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBX1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBX3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CBX5,3,TRUE,TRUE,FALSE,FALSE,TRUE
CCAR2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CCDC124,2,TRUE,FALSE,FALSE,FALSE,TRUE
CCDC126,4,TRUE,TRUE,FALSE,TRUE,TRUE
CCDC47,2,TRUE,FALSE,FALSE,FALSE,TRUE
CCDC6,3,TRUE,TRUE,FALSE,FALSE,TRUE
CCDC80,5,TRUE,TRUE,TRUE,TRUE,TRUE
CCER2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CCK,3,TRUE,TRUE,FALSE,FALSE,TRUE
CCL14,5,TRUE,TRUE,TRUE,TRUE,TRUE
CCL15,5,TRUE,TRUE,TRUE,TRUE,TRUE
CCL16,5,TRUE,TRUE,TRUE,TRUE,TRUE
CCL18,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCL21,5,TRUE,TRUE,TRUE,TRUE,TRUE
CCL23,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCL27,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCL28,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCL5,3,TRUE,TRUE,TRUE,FALSE,FALSE
CCN1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCN2,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCN3,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCN5,3,TRUE,TRUE,FALSE,FALSE,TRUE
CCS,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCT2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CCT3,4,TRUE,TRUE,FALSE,TRUE,TRUE
CCT4,4,TRUE,TRUE,FALSE,TRUE,TRUE
CCT5,4,TRUE,TRUE,TRUE,FALSE,TRUE
CCT6A,4,TRUE,TRUE,FALSE,TRUE,TRUE
CCT7,4,TRUE,TRUE,FALSE,TRUE,TRUE
CCT8,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD101,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD109,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD14,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD160,3,TRUE,FALSE,TRUE,FALSE,TRUE
CD163,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD163L1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CD164,2,TRUE,FALSE,TRUE,FALSE,FALSE
CD177,2,TRUE,FALSE,FALSE,FALSE,TRUE
CD1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD1B,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD1C,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD1D,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD200,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD200R1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD209,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD22,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD226,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD244,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD248,4,TRUE,TRUE,FALSE,TRUE,TRUE
CD27,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD276,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD2AP,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD300LF,2,TRUE,FALSE,TRUE,FALSE,FALSE
CD300LG,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD302,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD320,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD33,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD34,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD36,4,TRUE,TRUE,FALSE,TRUE,TRUE
CD40LG,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD44,4,TRUE,TRUE,FALSE,TRUE,TRUE
CD46,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD48,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD55,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD58,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD59,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD5L,4,TRUE,TRUE,FALSE,TRUE,TRUE
CD6,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD68,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD74,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD81,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD82,2,TRUE,TRUE,FALSE,FALSE,FALSE
CD84,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD86,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD8A,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD9,4,TRUE,TRUE,FALSE,TRUE,TRUE
CD93,5,TRUE,TRUE,TRUE,TRUE,TRUE
CD96,3,TRUE,TRUE,FALSE,FALSE,TRUE
CD99,4,TRUE,TRUE,TRUE,FALSE,TRUE
CD99L2,3,TRUE,TRUE,TRUE,FALSE,FALSE
CDA,4,TRUE,TRUE,FALSE,TRUE,TRUE
CDC37,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDC42,4,TRUE,TRUE,FALSE,TRUE,TRUE
CDC42BPB,4,TRUE,TRUE,FALSE,TRUE,TRUE
CDC5L,4,TRUE,TRUE,FALSE,TRUE,TRUE
CDCP1,3,TRUE,FALSE,TRUE,FALSE,TRUE
CDH1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CDH11,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDH13,4,TRUE,TRUE,FALSE,TRUE,TRUE
CDH15,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDH16,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDH17,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDH19,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDH2,5,TRUE,TRUE,TRUE,TRUE,TRUE
CDH23,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDH3,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDH4,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDH5,5,TRUE,TRUE,TRUE,TRUE,TRUE
CDH6,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDH8,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDHR1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDHR2,5,TRUE,TRUE,TRUE,TRUE,TRUE
CDHR5,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDK1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDK2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDK6,3,TRUE,TRUE,FALSE,FALSE,TRUE
CDKN2A,2,TRUE,FALSE,FALSE,FALSE,TRUE
CDON,4,TRUE,TRUE,TRUE,FALSE,TRUE
CDSN,3,TRUE,FALSE,FALSE,TRUE,TRUE
CDV3,4,TRUE,TRUE,FALSE,TRUE,TRUE
CEACAM1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CEACAM5,4,TRUE,TRUE,TRUE,FALSE,TRUE
CEACAM6,4,TRUE,TRUE,FALSE,TRUE,TRUE
CEACAM8,5,TRUE,TRUE,TRUE,TRUE,TRUE
CEL,3,TRUE,TRUE,FALSE,FALSE,TRUE
CELA2A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CELA2B,3,TRUE,TRUE,FALSE,FALSE,TRUE
CELA3A,4,TRUE,TRUE,TRUE,FALSE,TRUE
CELSR1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CELSR2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CEMIP,3,TRUE,TRUE,FALSE,FALSE,TRUE
CEMIP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CEND1,2,TRUE,TRUE,FALSE,FALSE,FALSE
CEP170,3,TRUE,TRUE,FALSE,FALSE,TRUE
CERS2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CES1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CES2,4,TRUE,TRUE,TRUE,FALSE,TRUE
CES3,4,TRUE,TRUE,TRUE,FALSE,TRUE
CETP,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFB,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFD,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFH,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFHR1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFHR2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFHR3,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFHR4,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFHR5,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFI,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFL1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFL2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CFP,4,TRUE,TRUE,FALSE,TRUE,TRUE
CGREF1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CHAD,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHCHD3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHERP,2,TRUE,FALSE,FALSE,FALSE,TRUE
CHGA,4,TRUE,TRUE,FALSE,TRUE,TRUE
CHGB,5,TRUE,TRUE,TRUE,TRUE,TRUE
CHI3L1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CHI3L2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHID1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHIT1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CHL1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CHMP2A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHMP4A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHMP4B,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHMP5,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHMP6,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHORDC1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CHPF,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHRAC1,2,TRUE,FALSE,FALSE,FALSE,TRUE
CHRD,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHRDL1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CHRDL2,4,TRUE,TRUE,TRUE,FALSE,TRUE
CHST1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHST10,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHST11,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHST12,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHST14,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHST15,3,TRUE,TRUE,FALSE,FALSE,TRUE
CHST3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CIAO1,2,TRUE,FALSE,FALSE,FALSE,TRUE
CIAPIN1,4,TRUE,TRUE,TRUE,FALSE,TRUE
CILP,3,TRUE,TRUE,FALSE,FALSE,TRUE
CILP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CIRBP,3,TRUE,TRUE,FALSE,FALSE,TRUE
CISD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CKAP4,4,TRUE,TRUE,TRUE,FALSE,TRUE
CKAP5,3,TRUE,TRUE,FALSE,FALSE,TRUE
CKB,4,TRUE,TRUE,FALSE,TRUE,TRUE
CKM,4,TRUE,TRUE,FALSE,TRUE,TRUE
CKMT1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CKMT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLC,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLCA1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLCA2,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLCA4,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLDN5,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLEC11A,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLEC14A,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLEC1B,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLEC3B,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLEC4M,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLIC1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLIC2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLIC3,1,TRUE,FALSE,FALSE,FALSE,FALSE
CLIC4,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLIC6,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLINT1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLIP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLIP2,5,TRUE,TRUE,TRUE,TRUE,TRUE
CLMP,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLN5,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLNS1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLPS,5,TRUE,TRUE,TRUE,TRUE,TRUE
CLPX,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLSTN1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CLSTN2,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLSTN3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CLTA,4,TRUE,TRUE,TRUE,FALSE,TRUE
CLTC,3,TRUE,TRUE,FALSE,TRUE,FALSE
CLU,4,TRUE,TRUE,FALSE,TRUE,TRUE
CLUH,2,TRUE,FALSE,FALSE,FALSE,TRUE
CLYBL,2,TRUE,FALSE,FALSE,FALSE,TRUE
CMA1,2,TRUE,TRUE,FALSE,FALSE,FALSE
CMAS,1,TRUE,FALSE,FALSE,FALSE,FALSE
CMBL,3,TRUE,TRUE,FALSE,FALSE,TRUE
CMIP,3,TRUE,TRUE,FALSE,FALSE,TRUE
CMPK1,4,TRUE,TRUE,FALSE,TRUE,TRUE
CMPK2,2,TRUE,FALSE,FALSE,FALSE,TRUE
CMTM5,3,TRUE,TRUE,FALSE,FALSE,TRUE
CMTM6,2,TRUE,TRUE,FALSE,FALSE,FALSE
CNBP,4,TRUE,TRUE,FALSE,TRUE,TRUE
CNDP1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CNDP2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CNFN,1,TRUE,FALSE,FALSE,FALSE,FALSE
CNMD,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNN1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNN2,4,TRUE,TRUE,FALSE,TRUE,TRUE
CNN3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNP,4,TRUE,TRUE,FALSE,TRUE,TRUE
CNPY2,5,TRUE,TRUE,TRUE,TRUE,TRUE
CNPY3,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNRIP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNST,5,TRUE,TRUE,TRUE,TRUE,TRUE
CNTFR,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNTN1,5,TRUE,TRUE,TRUE,TRUE,TRUE
CNTN2,4,TRUE,TRUE,TRUE,FALSE,TRUE
CNTN3,4,TRUE,TRUE,TRUE,FALSE,TRUE
CNTN4,5,TRUE,TRUE,TRUE,TRUE,TRUE
CNTN5,4,TRUE,TRUE,TRUE,FALSE,TRUE
CNTN6,3,TRUE,TRUE,FALSE,FALSE,TRUE
CNTNAP4,3,TRUE,TRUE,FALSE,FALSE,TRUE
COA4,2,TRUE,FALSE,FALSE,FALSE,TRUE
